Order,Family,Genus,Species,Subspecies,Genus_Species,Sex,Sample size (Brain),Brain Volume (ml),Brain Volume S.D.,Method,Brain mass (g),Brain mass S.D.,Sample size (Body),Body mass (g),Body mass S.D.,Species Name in original article,Age Class,Reference,Remark
Carnivora,Herpestidae,Herpestes,javanicus,auropunctatus,Herpestes_javanicus,unknown,20,7.24,,Vol,,,,740,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Herpestidae,Herpestes,naso,,Herpestes_naso,unknown,20,25.53,,Vol,,,,3000,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Herpestidae,Herpestes,smithii,,Herpestes_smithii,unknown,1,,,Mass,19.7,,,4000,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Herpestidae,Herpestes,smithii,,Herpestes_smithii,unknown,20,13.74,,Vol,,,,1750,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Herpestidae,Herpestes,urva,,Herpestes_urva,unknown,20,20.91,,Vol,,,,2360,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Herpestidae,Herpestes,urva,,Herpestes_urva,unknown,4,22.3,,Vol,,,,1863,,,Adult ,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Carnivora,Herpestidae,Herpestes,vitticollis,,Herpestes_vitticollis,unknown,20,25.79,,Vol,,,,2290,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Herpestidae,Ichneumia,albicauda,,Ichneumia_albicauda,m,1,,,Mass,28.3,,,4400,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Carnivora,Herpestidae,Ichneumia,albicauda,,Ichneumia_albicauda,unknown,1,,,Mass,30,,,5000,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Herpestidae,Ichneumia,albicauda,,Ichneumia_albicauda,unknown,20,24.49,,Vol,,,,3860,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Herpestidae,Mungos,mungo,,Mungos_mungo,unknown,1,,,Mass,14.7,,,2500,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Herpestidae,Mungos,mungo,,Mungos_mungo,unknown,20,10.49,,Vol,,,,1260,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Herpestidae,Paracynictis,selousi,,Paracynictis_selousi,unknown,20,15.8,,Vol,,,,1700,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Herpestidae,Paracynictis,selousi,,Paracynictis_selousi,unknown,4,16.73,,Vol,,,,1640,,,Adult ,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Carnivora,Herpestidae,Rhynchogale,melleri,,Rhynchogale_melleri,unknown,20,16.95,,Vol,,,,2720,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Herpestidae,Suricata,suricatta,,Suricata_suricatta,unknown,1,,,Mass,14,,,1700,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Herpestidae,Suricata,suricatta,,Suricata_suricatta,unknown,20,10.28,,Vol,,,,730,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Hyaenidae,Crocuta,crocuta,,Crocuta_crocuta,unknown,2,,,Mass,175,,,62370,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Carnivora,Hyaenidae,Crocuta,crocuta,,Crocuta_crocuta,unknown,1,,,Mass,177.8,,,80000,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Hyaenidae,Crocuta,crocuta,,Crocuta_crocuta,unknown,20,144.03,,Vol,,,,66020,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Hyaenidae,Hyaena,brunnea,,Hyaena_brunnea,unknown,20,106.7,,Vol,,,,43380,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Hyaenidae,Hyaena,hyaena,,Hyaena_hyaena,unknown,1,,,Mass,112.7,,,55000,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Hyaenidae,Hyaena,hyaena,,Hyaena_hyaena,unknown,20,97.51,,Vol,,,,26840,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Hyaenidae,Proteles,cristatus,,Proteles_cristatus,unknown,20,35.16,,Vol,,,,8330,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mephitidae,Conepatus,chinga,rex,Conepatus_chinga,unknown,1,,,Mass,21,,,2500,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mephitidae,Conepatus,chinga,,Conepatus_chinga,unknown,2,16.32,,Vol,,,,1918,,,Adult ,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Carnivora,Mephitidae,Conepatus,humboldtii,,Conepatus_humboldtii,unknown,1,,,Mass,16.7,,,2500,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mephitidae,Conepatus,leuconotus,,Conepatus_leuconotus,unknown,20,14.44,,Vol,,,,3390,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mephitidae,Conepatus,leuconotus,,Conepatus_leuconotus,unknown,4,18.52,,Vol,,,,3500,,,Adult ,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Carnivora,Mephitidae,Conepatus,semistriatus,,Conepatus_semistriatus,unknown,20,18.92,,Vol,,,,2040,,,Adult ,Finarelli JA and Flynn JJ (2009) Proc. Natl. Acad. Sci. 106: 9345-9349,
Carnivora,Mephitidae,Mephitis,macroura,,Mephitis_macroura,unknown,20,10.07,,Vol,,,,1030,,,Adult ,Finarelli JA and Flynn JJ (2009) Proc. Natl. Acad. Sci. 106: 9345-9349,
Carnivora,Mephitidae,Mephitis,mephitis,,Mephitis_mephitis,f,2,,,Mass,10,,,2260,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Carnivora,Mephitidae,Mephitis,mephitis,,Mephitis_mephitis,m,1,,,Mass,10.3,,,1700,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Carnivora,Mephitidae,Mephitis,mephitis,,Mephitis_mephitis,unknown,1,,,Mass,19.7,,,4700,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mephitidae,Mephitis,mephitis,,Mephitis_mephitis,unknown,20,10.28,,Vol,,,,2360,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mephitidae,Mephitis,mephitis,,Mephitis_mephitis,unknown,10,11.75,,Vol,,,,1700,,,Adult ,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Carnivora,Mephitidae,Mydaus,javanensis,,Mydaus_javanensis,unknown,20,19.49,,Vol,,,,2510,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mephitidae,Mydaus,marchei,,Mydaus_marchei,unknown,4,14.87,,Vol,,,,1414,,,Adult ,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Carnivora,Mephitidae,Spilogale,gracilis,,Spilogale_gracilis,unknown,10,6.81,,Vol,,,,420,,,Adult ,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Carnivora,Mephitidae,Spilogale,putorius,,Spilogale_putorius,unknown,20,5,,Vol,,,,540,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mephitidae,Spilogale,putorius,,Spilogale_putorius,unknown,4,7.33,,Vol,,,,341,,,Adult ,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Carnivora,Mustelidae,Aonyx,capensis,,Aonyx_capensis,unknown,20,94.63,,Vol,,,,19110,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Aonyx,cinereus,,Aonyx_cinereus,unknown,20,38.09,,Vol,,,,4060,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Arctonyx,collaris,,Arctonyx_collaris,unknown,20,49.4,,Vol,,,,10490,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Eira,barbara,,Eira_barbara,unknown,1,,,Mass,55.2,,,6000,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Eira,barbara,,Eira_barbara,unknown,20,35.87,,Vol,,,,4390,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Enhydra,lutris,,Enhydra_lutris,unknown,1,,,Mass,114,,,30000,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Enhydra,lutris,,Enhydra_lutris,unknown,20,125.21,,Vol,,,,27940,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Galictis,cuja,,Galictis_cuja,unknown,1,,,Mass,19.4,,,1800,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Galictis,cuja,,Galictis_cuja,unknown,20,15.03,,Vol,,,,1000,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Galictis,cuja,,Galictis_cuja,unknown,2,23.52,,Vol,,,,1000,,,Adult ,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Carnivora,Mustelidae,Galictis,vittata,,Galictis_vittata,unknown,1,,,Mass,18.6,,,1900,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Galictis,vittata,,Galictis_vittata,unknown,20,24.29,,Vol,,,,2440,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Gulo,gulo,,Gulo_gulo,unknown,20,78.26,,Vol,,,,11130,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Hydrictis,maculicollis,,Hydrictis_maculicollis,unknown,20,40.04,,Vol,,,,4010,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Ictonyx,libycus,,Ictonyx_libycus,unknown,20,4.48,,Vol,,,,230,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Ictonyx,striatus,,Ictonyx_striatus,unknown,20,9.78,,Vol,,,,750,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Ictonyx,striatus,,Ictonyx_striatus,unknown,4,8.17,,Vol,,,,1300,,,Adult ,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Carnivora,Mustelidae,Lontra,canadensis,,Lontra_canadensis,unknown,1,,,Mass,63.8,,,10000,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Lontra,canadensis,,Lontra_canadensis,unknown,20,52.98,,Vol,,,,7320,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Lontra,felina,,Lontra_felina,unknown,20,38.86,,Vol,,,,4100,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Lontra,longicaudis,annectens,Lontra_longicaudis,unknown,20,59.15,,Vol,,,,14739,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Lontra,longicaudis,enudris,Lontra_longicaudis,unknown,20,57.4,,Vol,,,,6690,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Lutra,lutra,,Lutra_lutra,unknown,1,,,Mass,74.1,,,16500,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Lutra,lutra,,Lutra_lutra,unknown,20,42.1,,Vol,,,,8670,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Lutrogale,perspicillata,,Lutrogale_perspicillata,unknown,20,64.72,,Vol,,,,8670,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Martes,americana,,Martes_americana,unknown,20,15.8,,Vol,,,,860,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Martes,flavigula,,Martes_flavigula,unknown,20,34.12,,Vol,,,,2510,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Martes,foina,,Martes_foina,unknown,1,,,Mass,23.4,,,2300,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Martes,foina,,Martes_foina,unknown,20,20.91,,Vol,,,,1800,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Martes,martes,,Martes_martes,unknown,1,,,Mass,21.5,,,2500,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Martes,martes,,Martes_martes,unknown,20,20.09,,Vol,,,,1300,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Martes,pennanti,,Martes_pennanti,unknown,1,,,Mass,46.5,,,7000,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Martes,pennanti,,Martes_pennanti,unknown,20,31.82,,Vol,,,,3460,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Martes,zibellina,,Martes_zibellina,unknown,20,18.54,,Vol,,,,1170,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Meles,meles,,Meles_meles,unknown,1,,,Mass,88.5,,,22700,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Meles,meles,,Meles_meles,unknown,20,50.4,,Vol,,,,12940,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Mellivora,capensis,,Mellivora_capensis,unknown,20,72.97,,Vol,,,,8080,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Mellivora,capensis,,Mellivora_capensis,unknown,4,86.04,,Vol,,,,9000,,,Adult ,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Carnivora,Mustelidae,Melogale,personata,,Melogale_personata,unknown,1,13.83,,Vol,,,,1700,,,Adult ,Finarelli JA and Flynn JJ (2009) Proc. Natl. Acad. Sci. 106: 9345-9349,
Carnivora,Mustelidae,Mustela,altaica,,Mustela_altaica,unknown,20,4.48,,Vol,,,,190,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Mustela,erminea,aestiva,Mustela_erminea,unknown,1,,,Mass,5.2,,,400,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Mustela,erminea,arctica,Mustela_erminea,unknown,1,,,Mass,5.4,,,525,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Mustela,erminea,erminea,Mustela_erminea,unknown,1,,,Mass,5.3,,,450,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Mustela,erminea,richardsoni,Mustela_erminea,unknown,1,,,Mass,4.6,,,450,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Mustela,erminea,,Mustela_erminea,f,1,,,Mass,3.47,,,121,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Carnivora,Mustelidae,Mustela,erminea,,Mustela_erminea,m,3,,,Mass,5.64,,,169.3,,,Adult,Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.,
Carnivora,Mustelidae,Mustela,erminea,,Mustela_erminea,unknown,1,,,Mass,4.6,,,179,,,Adult,Warncke P (1908) J. Physiol. Neurol. 13:355-403,
Carnivora,Mustelidae,Mustela,erminea,,Mustela_erminea,unknown,20,4.01,,Vol,,,,90,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Mustela,erminea,,Mustela_erminea,unknown,10,3.42,,Vol,,,,156,,,Adult ,Stankowich T and Romero AN (2017) Proc. R. Soc. B. 284:20161857,
Carnivora,Mustelidae,Mustela,frenata,,Mustela_frenata,unknown,20,4.01,,Vol,,,,230,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Mustela,lutreola,,Mustela_lutreola,unknown,20,8.5,,Vol,,,,590,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Mustela,nigripes,,Mustela_nigripes,unknown,20,8.5,,Vol,,,,580,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Mustela,nivalis,rixosa,Mustela_nivalis,unknown,20,1,,Vol,,,,50,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Mustela,nivalis,,Mustela_nivalis,unknown,1,,,Mass,2.14,,,200,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Mustela,nivalis,,Mustela_nivalis,unknown,20,1.99,,Vol,,,,100,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Mustela,putorius,,Mustela_putorius,m,1,,,Mass,7.87,,,915,,,Adult,Hrdlicka A (1905) Brain Weight in Vertebrates,
Carnivora,Mustelidae,Mustela,putorius,,Mustela_putorius,unknown,1,,,Mass,12.9,,,2100,,,unknown,Bauchot R (1985) Mammalia 49:561-564,
Carnivora,Mustelidae,Mustela,putorius,,Mustela_putorius,unknown,20,8.25,,Vol,,,,1030,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Mustela,sibirica,,Mustela_sibirica,unknown,20,6.75,,Vol,,,,570,,,Adult ,Gittleman JL (1986) J. Mamma. 67: 23-36,Body mass taken from literature
Carnivora,Mustelidae,Neovison,vison,energumenos,Neovison_vison,f,1,7.21,,Vol,,,,314,,Mustela vison,Adult,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,energumenos,Neovison_vison,f,1,7.49,,Vol,,,,286,,Mustela vison,Adult,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,energumenos,Neovison_vison,f,1,7.722,,Vol,,,,241,,Mustela vison,Adult,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,energumenos,Neovison_vison,f,1,8.04,,Vol,,,,245,,Mustela vison,Adult,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,energumenos,Neovison_vison,f,1,8.446,,Vol,,,,270,,Mustela vison,Adult,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,energumenos,Neovison_vison,f,1,8.494,,Vol,,,,245,,Mustela vison,Adult,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,energumenos,Neovison_vison,m,1,8.861,,Vol,,,,457,,Mustela vison,Adult,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,energumenos,Neovison_vison,m,1,9.7,,Vol,,,,515,,Mustela vison,Adult,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,energumenos,Neovison_vison,m,1,9.7,,Vol,,,,533,,Mustela vison,Adult,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,energumenos,Neovison_vison,m,1,9.903,,Vol,,,,587,,Mustela vison,Adult,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,energumenos,Neovison_vison,m,1,10.038,,Vol,,,,668,,Mustela vison,Adult,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,energumenos,Neovison_vison,m,1,10.473,,Vol,,,,722,,Mustela vison,Adult,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,7.90,,,269,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,7.91,,,284,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,7.73,,,289,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,7.67,,,302,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,7.36,,,316,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,7.75,,,323,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,7.96,,,324,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.50,,,329,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,7.51,,,332,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,7.70,,,338,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.32,,,339,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.63,,,339,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.13,,,347,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.50,,,354,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.24,,,354,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,7.91,,,355,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,9.10,,,365,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,7.94,,,370,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.29,,,373,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,9.30,,,375,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.58,,,378,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.88,,,381,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,7.94,,,382,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.50,,,390,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.10,,,391,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.30,,,392,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.90,,,417,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.74,,,427,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,8.54,,,439,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,9.08,,,460,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,9.73,,,490,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,10.27,,,509,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,9.98,,,514,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,10.25,,,525,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
Carnivora,Mustelidae,Neovison,vison,,Neovison_vison,unknown,1,,,Mass,10.57,,,526,,Mustela vison,unknown,Kruska D (1996) J. Zool. 239:645-661,
